Crime_ID,Crime_Type,Location,Date,Time,Status,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Year,Month
CR08312,Domestic Violence,Punjabi Bagh,2023-03-31,02:42,Under Investigation,27,Male,56,Male,2023,3
CR02197,Fraud,Dwarka,2020-05-20,07:13,Unresolved,25,Female,39,Male,2020,5
CR05898,Murder,Rohini,2021-05-23,11:47,Under Investigation,71,Male,43,Female,2021,5
CR01277,Domestic Violence,Connaught Place,2020-01-18,01:42,Unresolved,69,Other,25,Other,2020,1
CR03617,Rape,Karol Bagh,2020-07-09,01:06,Resolved,25,Other,20,Other,2020,7
CR02288,Burglary,Rohini,2023-05-10,05:07,Resolved,49,Other,55,Female,2023,5
CR02074,Robbery,Rohini,2020-05-19,04:48,Closed,47,Male,66,Other,2020,5
CR07645,Fraud,Karol Bagh,2022-08-21,20:33,Closed,66,Other,30,Other,2022,8
CR07753,Robbery,Rohini,2022-02-06,11:18,Reported,25,Other,66,Female,2022,2
CR04040,Cybercrime,Lajpat Nagar,2021-03-27,10:21,Resolved,70,Other,54,Male,2021,3
CR03397,Murder,Karol Bagh,2020-03-23,12:26,Resolved,67,Female,39,Female,2020,3
CR01593,Murder,Vasant Kunj,2023-08-01,13:36,Unresolved,50,Male,64,Male,2023,8
CR02984,Assault,Dwarka,2022-08-22,07:22,Closed,49,Other,46,Male,2022,8
CR09609,Robbery,Saket,2023-08-06,09:22,Resolved,64,Male,24,Female,2023,8
CR07593,Cybercrime,Punjabi Bagh,2023-01-22,16:18,Closed,56,Other,53,Male,2023,1
CR08055,Robbery,Lajpat Nagar,2022-08-26,04:19,Under Investigation,65,Male,34,Male,2022,8
CR03101,Burglary,Dwarka,2023-05-09,20:56,Reported,16,Male,47,Female,2023,5
CR00563,Murder,Dwarka,2022-04-28,03:43,Under Investigation,62,Female,20,Other,2022,4
CR09315,Domestic Violence,Lajpat Nagar,2020-08-07,17:41,Resolved,35,Female,46,Female,2020,8
CR08955,Kidnapping,Vasant Kunj,2020-08-26,00:02,Resolved,47,Male,51,Male,2020,8
CR00952,Rape,Vasant Kunj,2023-12-22,15:56,Closed,72,Male,57,Other,2023,12
CR06661,Murder,Dwarka,2021-06-04,22:06,Closed,65,Female,38,Other,2021,6
CR06719,Kidnapping,Lajpat Nagar,2021-11-08,23:03,Reported,68,Male,18,Male,2021,11
CR02691,Kidnapping,Saket,2021-12-30,00:12,Resolved,43,Female,28,Other,2021,12
CR06994,Burglary,Saket,2022-05-26,22:28,Under Investigation,27,Female,35,Male,2022,5
CR09239,Theft,Lajpat Nagar,2023-04-06,06:08,Unresolved,68,Male,37,Female,2023,4
CR09136,Theft,Vasant Kunj,2020-12-29,17:35,Resolved,18,Female,71,Female,2020,12
CR00960,Cybercrime,Dwarka,2022-09-04,06:11,Unresolved,49,Male,66,Other,2022,9
CR02405,Cybercrime,Chandni Chowk,2020-08-04,20:17,Under Investigation,56,Other,55,Other,2020,8
CR04669,Theft,Dwarka,2022-12-17,22:06,Unresolved,38,Other,60,Male,2022,12
CR03013,Assault,Hauz Khas,2023-02-21,13:22,Reported,37,Male,44,Female,2023,2
CR03933,Assault,Connaught Place,2021-05-19,04:47,Resolved,44,Other,50,Male,2021,5
CR08710,Robbery,Connaught Place,2022-09-11,07:23,Resolved,74,Female,45,Female,2022,9
CR04734,Fraud,Punjabi Bagh,2022-03-11,17:10,Resolved,15,Other,70,Female,2022,3
CR04442,Kidnapping,Saket,2023-09-01,14:17,Under Investigation,43,Female,19,Male,2023,9
CR04067,Domestic Violence,Rohini,2023-03-10,13:45,Unresolved,42,Female,36,Male,2023,3
CR03501,Murder,Punjabi Bagh,2023-03-09,08:36,Under Investigation,32,Female,21,Other,2023,3
CR06597,Theft,Punjabi Bagh,2021-06-26,03:49,Closed,37,Female,37,Female,2021,6
CR05663,Kidnapping,Lajpat Nagar,2022-02-15,13:54,Under Investigation,57,Female,30,Female,2022,2
CR03379,Murder,Karol Bagh,2020-04-24,07:04,Closed,17,Other,18,Female,2020,4
CR03035,Robbery,Saket,2021-02-11,04:30,Under Investigation,72,Female,30,Female,2021,2
CR00318,Rape,Punjabi Bagh,2022-12-31,05:09,Unresolved,31,Female,34,Female,2022,12
CR01941,Murder,Rohini,2023-01-16,15:42,Unresolved,32,Female,43,Other,2023,1
CR07453,Cybercrime,Vasant Kunj,2022-06-06,10:40,Closed,64,Other,73,Other,2022,6
CR05152,Murder,Punjabi Bagh,2021-08-10,14:14,Unresolved,17,Other,65,Male,2021,8
CR04419,Theft,Punjabi Bagh,2021-09-17,05:33,Closed,27,Female,59,Male,2021,9
CR08745,Theft,Connaught Place,2023-05-12,21:55,Unresolved,59,Male,29,Other,2023,5
CR07105,Domestic Violence,Rohini,2022-03-06,12:16,Under Investigation,66,Other,63,Male,2022,3
CR04767,Assault,Lajpat Nagar,2020-10-16,16:17,Under Investigation,42,Female,34,Male,2020,10
CR03860,Robbery,Chandni Chowk,2023-05-20,09:33,Resolved,32,Female,74,Female,2023,5
CR09660,Cybercrime,Karol Bagh,2022-09-29,10:52,Reported,20,Other,24,Female,2022,9
CR01113,Cybercrime,Punjabi Bagh,2022-08-03,00:41,Under Investigation,36,Other,62,Female,2022,8
CR01509,Domestic Violence,Connaught Place,2023-11-14,19:58,Closed,51,Male,19,Female,2023,11
CR07533,Fraud,Karol Bagh,2021-05-21,16:32,Reported,37,Other,68,Female,2021,5
CR08028,Burglary,Rohini,2023-12-28,02:12,Unresolved,30,Other,67,Male,2023,12
CR05743,Cybercrime,Rohini,2020-12-18,04:16,Unresolved,71,Male,50,Male,2020,12
CR00135,Domestic Violence,Hauz Khas,2022-12-28,19:10,Resolved,62,Other,71,Female,2022,12
CR09799,Cybercrime,Dwarka,2021-01-29,20:45,Closed,21,Female,44,Other,2021,1
CR01283,Rape,Dwarka,2021-05-01,10:00,Resolved,53,Male,39,Female,2021,5
CR08933,Robbery,Chandni Chowk,2020-02-21,11:58,Unresolved,66,Male,59,Male,2020,2
CR09023,Rape,Punjabi Bagh,2020-04-12,01:10,Unresolved,56,Female,67,Other,2020,4
CR09906,Robbery,Saket,2021-12-01,08:43,Unresolved,39,Female,24,Male,2021,12
CR01703,Assault,Lajpat Nagar,2023-10-07,20:36,Reported,48,Male,63,Female,2023,10
CR03844,Assault,Lajpat Nagar,2022-09-29,18:56,Reported,15,Male,27,Other,2022,9
CR04533,Rape,Rohini,2022-12-16,15:29,Unresolved,41,Female,19,Female,2022,12
CR07023,Domestic Violence,Vasant Kunj,2021-04-03,06:29,Reported,64,Female,15,Female,2021,4
CR06499,Theft,Chandni Chowk,2021-09-10,21:43,Resolved,34,Female,49,Male,2021,9
CR06277,Burglary,Hauz Khas,2021-08-08,17:30,Under Investigation,59,Other,33,Male,2021,8
CR07209,Domestic Violence,Dwarka,2020-11-07,17:18,Under Investigation,16,Female,63,Female,2020,11
CR07612,Fraud,Rohini,2021-10-27,10:31,Closed,62,Female,38,Other,2021,10
CR07749,Robbery,Dwarka,2020-12-26,07:32,Unresolved,63,Male,22,Female,2020,12
CR02357,Murder,Vasant Kunj,2023-08-09,04:13,Closed,26,Other,56,Female,2023,8
CR09989,Robbery,Dwarka,2023-12-29,18:27,Resolved,18,Other,50,Male,2023,12
CR09251,Rape,Connaught Place,2020-08-20,04:55,Unresolved,22,Female,27,Other,2020,8
CR02766,Burglary,Lajpat Nagar,2022-01-26,12:59,Resolved,15,Female,19,Female,2022,1
CR08028,Burglary,Rohini,2023-12-28,02:12,Unresolved,30,Other,67,Male,2023,12
CR00424,Domestic Violence,Connaught Place,2022-02-03,21:40,Unresolved,29,Male,37,Other,2022,2
CR09056,Assault,Connaught Place,2021-11-10,06:06,Unresolved,71,Female,15,Male,2021,11
CR05757,Murder,Dwarka,2021-12-05,02:04,Unresolved,23,Other,22,Other,2021,12
CR00932,Murder,Connaught Place,2021-01-12,00:01,Reported,49,Female,49,Male,2021,1
CR07608,Fraud,Connaught Place,2021-10-24,13:24,Closed,23,Male,32,Male,2021,10
CR08388,Fraud,Punjabi Bagh,2020-08-24,22:09,Reported,56,Male,42,Female,2020,8
CR03003,Fraud,Hauz Khas,2022-04-20,22:54,Under Investigation,18,Female,49,Male,2022,4
CR09776,Rape,Chandni Chowk,2021-02-27,23:01,Closed,50,Male,66,Other,2021,2
CR06170,Assault,Karol Bagh,2020-05-24,14:23,Resolved,22,Male,40,Other,2020,5
CR03107,Burglary,Dwarka,2020-03-06,14:10,Unresolved,16,Other,64,Male,2020,3
CR01432,Cybercrime,Punjabi Bagh,2020-01-10,09:16,Reported,29,Other,16,Male,2020,1
CR09073,Cybercrime,Dwarka,2023-12-27,11:50,Closed,59,Other,16,Other,2023,12
CR01650,Murder,Karol Bagh,2021-01-02,06:11,Closed,39,Female,67,Other,2021,1
CR00967,Assault,Chandni Chowk,2021-05-15,20:28,Resolved,71,Male,41,Other,2021,5
CR09478,Theft,Lajpat Nagar,2023-06-01,23:53,Under Investigation,73,Male,67,Female,2023,6
CR07267,Domestic Violence,Dwarka,2022-05-16,17:42,Reported,71,Male,15,Male,2022,5
CR05028,Burglary,Connaught Place,2022-02-13,02:09,Reported,27,Other,34,Female,2022,2
CR01608,Theft,Hauz Khas,2020-07-30,11:59,Under Investigation,28,Other,38,Male,2020,7
CR06518,Robbery,Rohini,2020-05-26,15:26,Unresolved,63,Male,51,Female,2020,5
CR08218,Domestic Violence,Rohini,2020-09-27,04:13,Reported,21,Other,27,Other,2020,9
CR07903,Fraud,Saket,2020-03-27,10:41,Unresolved,27,Male,72,Male,2020,3
CR00398,Cybercrime,Vasant Kunj,2020-01-04,06:04,Unresolved,45,Female,43,Female,2020,1
CR01406,Theft,Lajpat Nagar,2021-09-06,08:31,Reported,15,Male,54,Female,2021,9
CR06018,Theft,Karol Bagh,2021-04-30,16:50,Under Investigation,65,Male,49,Other,2021,4
CR04641,Theft,Connaught Place,2023-04-13,17:01,Reported,43,Female,66,Other,2023,4
CR01549,Burglary,Dwarka,2023-05-10,10:18,Resolved,61,Other,71,Male,2023,5
CR00747,Burglary,Rohini,2022-05-08,16:01,Unresolved,52,Male,69,Other,2022,5
CR05803,Burglary,Chandni Chowk,2023-03-01,07:03,Reported,18,Female,29,Male,2023,3
CR01056,Robbery,Punjabi Bagh,2021-03-13,09:35,Under Investigation,72,Other,69,Other,2021,3
CR08835,Domestic Violence,Vasant Kunj,2022-08-18,16:13,Resolved,31,Male,50,Male,2022,8
CR03069,Domestic Violence,Vasant Kunj,2020-01-23,16:19,Under Investigation,67,Male,25,Other,2020,1
CR06161,Robbery,Karol Bagh,2022-08-06,01:31,Under Investigation,64,Male,54,Other,2022,8
CR07590,Theft,Connaught Place,2023-09-23,16:09,Reported,69,Other,54,Male,2023,9
CR02588,Theft,Dwarka,2020-09-19,12:50,Resolved,23,Female,24,Male,2020,9
CR04960,Cybercrime,Saket,2023-12-15,22:39,Unresolved,50,Female,28,Other,2023,12
CR05339,Robbery,Hauz Khas,2021-05-20,03:11,Under Investigation,22,Female,30,Male,2021,5
CR04313,Burglary,Chandni Chowk,2023-12-26,05:54,Closed,25,Other,55,Other,2023,12
CR08374,Domestic Violence,Punjabi Bagh,2022-10-24,01:49,Reported,17,Male,30,Male,2022,10
CR07061,Domestic Violence,Chandni Chowk,2022-04-03,05:58,Reported,65,Male,50,Male,2022,4
CR00003,Fraud,Punjabi Bagh,2020-09-01,17:01,Resolved,25,Female,36,Male,2020,9
CR01511,Theft,Vasant Kunj,2022-01-02,14:32,Closed,47,Other,20,Other,2022,1
CR02861,Domestic Violence,Punjabi Bagh,2023-07-12,07:52,Unresolved,33,Other,27,Female,2023,7
CR09376,Cybercrime,Connaught Place,2020-05-07,21:11,Under Investigation,71,Male,26,Female,2020,5
CR03263,Kidnapping,Punjabi Bagh,2022-06-26,19:57,Unresolved,57,Female,62,Female,2022,6
CR01254,Assault,Rohini,2022-11-05,03:45,Under Investigation,24,Female,46,Male,2022,11
CR08377,Domestic Violence,Punjabi Bagh,2023-07-19,21:52,Closed,62,Male,17,Male,2023,7
CR04288,Rape,Punjabi Bagh,2021-11-07,04:39,Closed,66,Male,70,Male,2021,11
CR05958,Fraud,Vasant Kunj,2022-05-02,13:24,Resolved,39,Male,33,Other,2022,5
CR04032,Burglary,Karol Bagh,2023-10-04,02:20,Unresolved,46,Other,51,Female,2023,10
CR07160,Burglary,Karol Bagh,2021-02-04,00:54,Unresolved,69,Other,48,Other,2021,2
CR09388,Burglary,Saket,2023-12-14,03:26,Under Investigation,60,Other,30,Female,2023,12
CR09538,Theft,Lajpat Nagar,2023-05-05,05:50,Unresolved,21,Female,50,Female,2023,5
CR01112,Theft,Punjabi Bagh,2020-07-21,04:14,Under Investigation,53,Male,53,Female,2020,7
CR00651,Assault,Hauz Khas,2022-11-16,22:32,Resolved,50,Male,57,Male,2022,11
CR05371,Robbery,Punjabi Bagh,2020-01-08,10:39,Closed,36,Female,44,Female,2020,1
CR06646,Theft,Punjabi Bagh,2020-08-30,07:57,Closed,55,Female,70,Male,2020,8
CR05066,Kidnapping,Punjabi Bagh,2020-03-03,18:58,Under Investigation,60,Other,74,Male,2020,3
CR05317,Murder,Connaught Place,2020-03-18,21:23,Unresolved,22,Other,24,Other,2020,3
CR02271,Cybercrime,Karol Bagh,2023-05-24,06:53,Resolved,33,Female,24,Other,2023,5
CR04877,Burglary,Karol Bagh,2021-06-26,06:09,Under Investigation,24,Male,71,Female,2021,6
CR04181,Murder,Karol Bagh,2021-03-05,16:13,Closed,32,Male,56,Female,2021,3
CR09604,Kidnapping,Dwarka,2021-11-25,03:15,Closed,65,Female,37,Male,2021,11
CR09516,Robbery,Dwarka,2021-05-25,21:19,Closed,16,Female,34,Other,2021,5
CR05517,Kidnapping,Saket,2023-09-20,01:58,Unresolved,72,Male,29,Female,2023,9
CR09679,Burglary,Lajpat Nagar,2020-05-28,15:40,Resolved,28,Other,30,Male,2020,5
CR05130,Assault,Dwarka,2022-03-05,18:37,Closed,56,Male,27,Male,2022,3
CR01740,Assault,Lajpat Nagar,2023-06-18,23:23,Resolved,52,Female,19,Other,2023,6
CR02425,Fraud,Punjabi Bagh,2021-09-26,06:06,Unresolved,15,Male,53,Female,2021,9
CR02109,Domestic Violence,Saket,2023-12-17,08:42,Under Investigation,34,Female,39,Female,2023,12
CR01297,Domestic Violence,Saket,2020-07-09,03:50,Closed,28,Male,25,Male,2020,7
CR05436,Burglary,Vasant Kunj,2022-10-28,15:12,Reported,74,Other,38,Other,2022,10
CR00487,Burglary,Hauz Khas,2021-03-29,02:01,Unresolved,21,Female,38,Female,2021,3
CR04700,Domestic Violence,Connaught Place,2021-07-18,17:30,Under Investigation,19,Male,41,Female,2021,7
CR07459,Assault,Hauz Khas,2022-07-29,22:49,Unresolved,26,Female,21,Female,2022,7
CR01983,Kidnapping,Lajpat Nagar,2020-03-21,03:37,Closed,23,Female,56,Other,2020,3
CR07263,Burglary,Saket,2022-03-15,05:53,Reported,22,Male,60,Male,2022,3
CR07745,Domestic Violence,Dwarka,2020-05-08,12:43,Reported,50,Male,37,Other,2020,5
CR05893,Domestic Violence,Dwarka,2021-01-16,18:30,Under Investigation,60,Male,25,Other,2021,1
CR06159,Burglary,Punjabi Bagh,2021-03-23,11:19,Resolved,69,Male,34,Male,2021,3
CR02406,Assault,Connaught Place,2020-11-16,22:49,Under Investigation,66,Male,68,Female,2020,11
CR06751,Fraud,Saket,2023-02-03,02:56,Reported,54,Other,33,Other,2023,2
CR07573,Rape,Dwarka,2023-01-18,18:36,Under Investigation,48,Male,59,Male,2023,1
CR01180,Kidnapping,Lajpat Nagar,2021-03-20,02:03,Unresolved,42,Male,49,Male,2021,3
CR06870,Cybercrime,Rohini,2021-06-09,17:05,Reported,40,Female,18,Male,2021,6
CR01194,Robbery,Punjabi Bagh,2021-08-09,03:57,Resolved,24,Male,36,Male,2021,8
CR06275,Domestic Violence,Chandni Chowk,2022-03-03,07:14,Resolved,53,Other,50,Female,2022,3
CR05815,Assault,Saket,2021-08-06,18:15,Unresolved,71,Female,18,Male,2021,8
CR04762,Fraud,Karol Bagh,2023-06-27,19:35,Under Investigation,61,Male,65,Other,2023,6
CR00927,Rape,Saket,2020-10-06,07:16,Closed,73,Male,37,Other,2020,10
CR09905,Burglary,Punjabi Bagh,2021-06-21,00:46,Reported,41,Other,24,Male,2021,6
CR05281,Murder,Rohini,2023-11-04,08:58,Closed,64,Female,66,Male,2023,11
CR09241,Murder,Chandni Chowk,2020-10-03,09:42,Closed,25,Male,73,Female,2020,10
CR09088,Cybercrime,Rohini,2023-11-26,00:55,Under Investigation,72,Female,24,Other,2023,11
CR07633,Burglary,Rohini,2020-11-11,08:31,Under Investigation,21,Female,32,Female,2020,11
CR03281,Kidnapping,Vasant Kunj,2021-06-16,14:12,Resolved,30,Other,36,Female,2021,6
CR04629,Cybercrime,Rohini,2023-12-22,18:29,Resolved,44,Female,67,Other,2023,12
CR05836,Robbery,Chandni Chowk,2021-05-16,19:38,Unresolved,32,Other,29,Female,2021,5
CR04881,Assault,Hauz Khas,2022-12-05,20:43,Closed,26,Male,39,Male,2022,12
CR05180,Fraud,Lajpat Nagar,2022-06-16,14:59,Unresolved,60,Female,23,Other,2022,6
CR06231,Assault,Rohini,2022-06-04,08:39,Unresolved,48,Female,69,Female,2022,6
CR07278,Robbery,Vasant Kunj,2022-09-12,08:27,Unresolved,52,Female,55,Female,2022,9
CR03393,Fraud,Hauz Khas,2021-02-09,05:16,Closed,38,Male,26,Other,2021,2
CR09045,Theft,Vasant Kunj,2023-06-22,20:02,Closed,55,Male,43,Other,2023,6
CR03536,Burglary,Dwarka,2022-12-04,16:47,Under Investigation,48,Female,48,Male,2022,12
CR01928,Domestic Violence,Dwarka,2022-12-28,12:12,Unresolved,74,Female,52,Male,2022,12
CR06475,Rape,Chandni Chowk,2020-02-05,03:05,Closed,46,Male,48,Male,2020,2
CR02447,Robbery,Lajpat Nagar,2021-05-08,11:49,Unresolved,64,Female,19,Male,2021,5
CR02531,Burglary,Punjabi Bagh,2022-04-07,21:40,Reported,63,Female,60,Female,2022,4
CR02458,Domestic Violence,Chandni Chowk,2020-01-12,17:16,Under Investigation,17,Female,72,Other,2020,1
CR05407,Robbery,Rohini,2023-03-28,04:57,Under Investigation,67,Female,27,Male,2023,3
CR09711,Domestic Violence,Lajpat Nagar,2022-04-07,07:25,Closed,43,Male,19,Female,2022,4
CR07389,Domestic Violence,Chandni Chowk,2022-12-20,11:39,Resolved,49,Male,50,Female,2022,12
CR04696,Burglary,Connaught Place,2022-04-27,18:46,Reported,66,Male,52,Male,2022,4
CR03026,Assault,Karol Bagh,2020-09-04,16:18,Closed,64,Other,56,Male,2020,9
CR08760,Robbery,Rohini,2020-04-19,04:02,Resolved,49,Other,71,Male,2020,4
CR03094,Burglary,Rohini,2021-06-30,15:39,Unresolved,44,Male,64,Male,2021,6
CR08138,Murder,Chandni Chowk,2021-07-26,03:14,Resolved,56,Female,37,Other,2021,7
CR06141,Domestic Violence,Hauz Khas,2021-10-22,23:59,Closed,54,Female,40,Male,2021,10
CR01952,Cybercrime,Lajpat Nagar,2021-03-22,16:33,Reported,41,Male,70,Female,2021,3
CR02846,Fraud,Saket,2022-09-14,12:50,Unresolved,42,Other,39,Male,2022,9
CR07872,Fraud,Dwarka,2023-12-13,14:41,Unresolved,20,Other,61,Male,2023,12
CR05703,Rape,Vasant Kunj,2022-05-12,21:16,Closed,63,Female,51,Other,2022,5
CR07910,Rape,Karol Bagh,2020-06-04,06:35,Under Investigation,57,Male,66,Other,2020,6
CR07606,Assault,Rohini,2022-12-30,06:54,Reported,37,Other,33,Other,2022,12
CR03620,Fraud,Rohini,2023-08-17,02:07,Reported,19,Female,55,Female,2023,8
CR04675,Rape,Rohini,2023-05-30,21:23,Resolved,46,Male,64,Other,2023,5
CR02592,Domestic Violence,Punjabi Bagh,2023-05-22,22:13,Reported,21,Male,63,Female,2023,5
CR09108,Robbery,Karol Bagh,2020-07-07,04:04,Under Investigation,32,Female,35,Male,2020,7
CR00765,Cybercrime,Dwarka,2022-01-31,01:05,Under Investigation,16,Other,30,Other,2022,1
CR08940,Rape,Rohini,2020-05-12,20:33,Closed,21,Other,22,Female,2020,5
CR00131,Kidnapping,Connaught Place,2020-12-14,11:00,Resolved,29,Male,69,Other,2020,12
CR07535,Fraud,Hauz Khas,2020-08-24,12:34,Under Investigation,28,Other,46,Male,2020,8
CR08870,Domestic Violence,Lajpat Nagar,2022-10-03,19:23,Closed,38,Other,36,Female,2022,10
CR07454,Robbery,Karol Bagh,2020-11-27,03:25,Unresolved,17,Male,67,Other,2020,11
CR05365,Fraud,Dwarka,2020-01-13,12:39,Under Investigation,24,Male,32,Female,2020,1
CR05350,Theft,Dwarka,2021-09-06,16:01,Under Investigation,17,Female,57,Female,2021,9
CR08999,Rape,Dwarka,2023-12-26,12:14,Closed,41,Other,65,Male,2023,12
CR05381,Domestic Violence,Rohini,2020-07-14,12:50,Under Investigation,60,Female,36,Male,2020,7
CR00096,Cybercrime,Rohini,2023-09-22,12:26,Unresolved,42,Other,69,Female,2023,9
CR06958,Kidnapping,Punjabi Bagh,2021-01-22,23:16,Under Investigation,33,Female,39,Other,2021,1
CR03187,Cybercrime,Lajpat Nagar,2020-04-16,04:34,Closed,55,Other,21,Female,2020,4
CR00311,Assault,Rohini,2023-05-02,19:28,Resolved,40,Other,47,Other,2023,5
CR00028,Kidnapping,Dwarka,2023-12-22,16:48,Reported,61,Female,52,Other,2023,12
CR05579,Kidnapping,Rohini,2023-05-18,12:32,Closed,71,Other,62,Other,2023,5
CR06739,Rape,Hauz Khas,2020-07-15,10:00,Resolved,67,Other,39,Female,2020,7
CR09899,Burglary,Punjabi Bagh,2020-08-26,01:04,Reported,37,Other,69,Female,2020,8
CR06507,Cybercrime,Punjabi Bagh,2021-05-14,02:46,Resolved,21,Female,41,Male,2021,5
CR00562,Burglary,Hauz Khas,2020-07-28,12:53,Reported,72,Female,37,Male,2020,7
CR00668,Domestic Violence,Punjabi Bagh,2021-11-13,19:36,Under Investigation,52,Female,57,Male,2021,11
CR00469,Cybercrime,Rohini,2023-07-14,03:06,Resolved,26,Female,27,Male,2023,7
CR06851,Robbery,Hauz Khas,2020-06-07,20:28,Closed,15,Male,18,Male,2020,6
CR00407,Domestic Violence,Karol Bagh,2023-03-23,19:37,Resolved,23,Female,48,Other,2023,3
CR01851,Robbery,Punjabi Bagh,2020-09-15,22:28,Closed,25,Male,67,Male,2020,9
CR06395,Assault,Karol Bagh,2020-03-17,03:24,Under Investigation,32,Other,39,Other,2020,3
CR00119,Cybercrime,Rohini,2021-04-20,15:08,Unresolved,36,Female,31,Male,2021,4
CR03470,Kidnapping,Rohini,2021-04-23,18:15,Resolved,70,Female,54,Other,2021,4
CR03022,Robbery,Lajpat Nagar,2022-11-02,20:30,Under Investigation,58,Other,36,Female,2022,11
CR05938,Burglary,Connaught Place,2021-05-12,19:21,Closed,33,Male,17,Male,2021,5
CR05250,Domestic Violence,Vasant Kunj,2020-02-17,18:06,Reported,58,Male,73,Male,2020,2
CR07742,Kidnapping,Saket,2021-05-11,17:31,Unresolved,74,Female,56,Male,2021,5
CR04842,Burglary,Lajpat Nagar,2022-01-17,12:34,Closed,24,Female,23,Female,2022,1
CR01954,Rape,Karol Bagh,2023-08-23,01:45,Resolved,70,Female,67,Male,2023,8
CR01965,Rape,Dwarka,2022-03-22,17:20,Unresolved,53,Male,36,Other,2022,3
CR00673,Cybercrime,Karol Bagh,2022-10-25,06:49,Unresolved,59,Female,51,Female,2022,10
CR02516,Cybercrime,Dwarka,2022-05-14,07:31,Resolved,24,Female,16,Other,2022,5
CR02582,Robbery,Karol Bagh,2021-09-07,07:17,Reported,43,Female,63,Male,2021,9
CR05236,Burglary,Saket,2021-05-10,20:45,Reported,34,Other,50,Male,2021,5
CR09527,Rape,Chandni Chowk,2023-04-19,11:56,Under Investigation,62,Other,43,Female,2023,4
CR03445,Cybercrime,Dwarka,2022-09-12,07:48,Closed,46,Male,65,Female,2022,9
CR02874,Robbery,Lajpat Nagar,2022-07-11,04:08,Reported,17,Other,40,Male,2022,7
CR07760,Fraud,Dwarka,2022-02-26,06:52,Under Investigation,55,Female,66,Other,2022,2
CR06861,Murder,Dwarka,2020-08-27,22:03,Reported,59,Female,18,Female,2020,8
CR03433,Kidnapping,Saket,2021-09-14,20:49,Resolved,17,Male,32,Female,2021,9
CR01691,Robbery,Punjabi Bagh,2020-01-17,10:29,Under Investigation,45,Male,41,Other,2020,1
CR05638,Assault,Hauz Khas,2021-06-01,06:31,Unresolved,18,Male,38,Other,2021,6
CR04513,Burglary,Saket,2023-06-27,09:00,Closed,32,Female,55,Male,2023,6
CR01208,Cybercrime,Karol Bagh,2021-10-10,17:33,Resolved,20,Female,59,Female,2021,10
CR02465,Theft,Vasant Kunj,2022-11-20,14:04,Resolved,73,Female,51,Male,2022,11
CR01195,Cybercrime,Saket,2022-04-28,23:41,Closed,15,Female,43,Male,2022,4
CR03688,Robbery,Dwarka,2023-02-04,23:28,Unresolved,62,Female,69,Female,2023,2
CR07481,Domestic Violence,Rohini,2021-01-05,02:12,Resolved,68,Female,45,Male,2021,1
CR07472,Theft,Dwarka,2022-02-24,11:15,Under Investigation,20,Male,24,Other,2022,2
CR00450,Fraud,Rohini,2022-11-19,14:28,Reported,20,Male,57,Female,2022,11
CR02351,Rape,Karol Bagh,2021-09-15,09:05,Resolved,59,Other,36,Female,2021,9
CR07630,Theft,Connaught Place,2022-05-20,01:32,Unresolved,58,Female,17,Other,2022,5
CR00293,Burglary,Lajpat Nagar,2020-03-22,00:44,Reported,35,Male,69,Male,2020,3
CR05747,Burglary,Saket,2023-11-08,16:49,Closed,34,Other,36,Male,2023,11
CR09634,Fraud,Connaught Place,2020-09-17,11:38,Closed,38,Other,39,Other,2020,9
CR09191,Theft,Punjabi Bagh,2022-07-28,02:16,Under Investigation,27,Other,19,Male,2022,7
CR04245,Cybercrime,Hauz Khas,2023-01-12,18:51,Resolved,36,Other,57,Female,2023,1
CR01486,Theft,Hauz Khas,2023-04-04,19:09,Resolved,20,Male,72,Other,2023,4
CR03320,Domestic Violence,Lajpat Nagar,2020-02-21,01:52,Unresolved,44,Female,30,Other,2020,2
CR08926,Kidnapping,Dwarka,2022-05-26,18:18,Closed,50,Female,72,Other,2022,5
CR05100,Murder,Vasant Kunj,2021-06-30,22:31,Resolved,50,Female,20,Female,2021,6
CR08725,Domestic Violence,Dwarka,2020-01-13,19:38,Reported,42,Male,30,Female,2020,1
